name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_slow_crc32/8",10337809,64.7135,64.6533,ns,,,,,
"BM_slow_crc32/8",10337809,61.8879,61.8595,ns,,,,,
"BM_slow_crc32/8",10337809,63.8616,63.8552,ns,,,,,
"BM_slow_crc32/8",10337809,66.221,66.191,ns,,,,,
"BM_slow_crc32/8",10337809,62.4302,62.402,ns,,,,,
"BM_slow_crc32/8",10337809,63.0747,63.0736,ns,,,,,
"BM_slow_crc32/8",10337809,59.073,59.0449,ns,,,,,
"BM_slow_crc32/8",10337809,60.5133,60.4567,ns,,,,,
"BM_slow_crc32/8",10337809,61.138,61.137,ns,,,,,
"BM_slow_crc32/8",10337809,61.5677,61.5191,ns,,,,,
"BM_slow_crc32/8_mean",10337809,62.4481,62.4192,ns,,,,,
"BM_slow_crc32/8_median",10337809,62.1591,62.1307,ns,,,,,
"BM_slow_crc32/8_stddev",10337809,2.10023,2.10061,ns,,,,,
"BM_slow_crc32/16",6267492,116.117,116.068,ns,,,,,
"BM_slow_crc32/16",6267492,118.138,118.132,ns,,,,,
"BM_slow_crc32/16",6267492,118.999,118.92,ns,,,,,
"BM_slow_crc32/16",6267492,115.622,115.562,ns,,,,,
"BM_slow_crc32/16",6267492,112.627,112.624,ns,,,,,
"BM_slow_crc32/16",6267492,112.574,112.569,ns,,,,,
"BM_slow_crc32/16",6267492,114.661,114.574,ns,,,,,
"BM_slow_crc32/16",6267492,113.922,113.802,ns,,,,,
"BM_slow_crc32/16",6267492,120.035,120.015,ns,,,,,
"BM_slow_crc32/16",6267492,116.706,116.696,ns,,,,,
"BM_slow_crc32/16_mean",6267492,115.94,115.896,ns,,,,,
"BM_slow_crc32/16_median",6267492,115.87,115.815,ns,,,,,
"BM_slow_crc32/16_stddev",6267492,2.57521,2.57777,ns,,,,,
"BM_slow_crc32/32",3063827,223.942,223.913,ns,,,,,
"BM_slow_crc32/32",3063827,232.025,232.009,ns,,,,,
"BM_slow_crc32/32",3063827,217.986,217.969,ns,,,,,
"BM_slow_crc32/32",3063827,230.265,230.242,ns,,,,,
"BM_slow_crc32/32",3063827,221.631,221.61,ns,,,,,
"BM_slow_crc32/32",3063827,222.775,222.764,ns,,,,,
"BM_slow_crc32/32",3063827,219.265,219.247,ns,,,,,
"BM_slow_crc32/32",3063827,225.207,225.196,ns,,,,,
"BM_slow_crc32/32",3063827,236.746,236.714,ns,,,,,
"BM_slow_crc32/32",3063827,229.59,229.567,ns,,,,,
"BM_slow_crc32/32_mean",3063827,225.943,225.923,ns,,,,,
"BM_slow_crc32/32_median",3063827,224.574,224.554,ns,,,,,
"BM_slow_crc32/32_stddev",3063827,6.02538,6.02218,ns,,,,,
"BM_slow_crc32/64",1613167,442.511,442.451,ns,,,,,
"BM_slow_crc32/64",1613167,458.924,458.862,ns,,,,,
"BM_slow_crc32/64",1613167,446.272,446.213,ns,,,,,
"BM_slow_crc32/64",1613167,443.803,443.734,ns,,,,,
"BM_slow_crc32/64",1613167,434.496,434.451,ns,,,,,
"BM_slow_crc32/64",1613167,450.576,450.471,ns,,,,,
"BM_slow_crc32/64",1613167,488.167,488.021,ns,,,,,
"BM_slow_crc32/64",1613167,480.456,480.218,ns,,,,,
"BM_slow_crc32/64",1613167,458.131,457.988,ns,,,,,
"BM_slow_crc32/64",1613167,432.265,432.234,ns,,,,,
"BM_slow_crc32/64_mean",1613167,453.56,453.464,ns,,,,,
"BM_slow_crc32/64_median",1613167,448.424,448.342,ns,,,,,
"BM_slow_crc32/64_stddev",1613167,18.4601,18.4068,ns,,,,,
"BM_slow_crc32/128",789880,870.006,869.897,ns,,,,,
"BM_slow_crc32/128",789880,888.173,888.029,ns,,,,,
"BM_slow_crc32/128",789880,886.147,886.042,ns,,,,,
"BM_slow_crc32/128",789880,917.777,917.528,ns,,,,,
"BM_slow_crc32/128",789880,915.835,915.625,ns,,,,,
"BM_slow_crc32/128",789880,874.398,874.309,ns,,,,,
"BM_slow_crc32/128",789880,862.084,861.981,ns,,,,,
"BM_slow_crc32/128",789880,875.864,875.775,ns,,,,,
"BM_slow_crc32/128",789880,875.748,875.642,ns,,,,,
"BM_slow_crc32/128",789880,889.55,889.418,ns,,,,,
"BM_slow_crc32/128_mean",789880,885.558,885.425,ns,,,,,
"BM_slow_crc32/128_median",789880,881.005,880.908,ns,,,,,
"BM_slow_crc32/128_stddev",789880,18.5159,18.4659,ns,,,,,
"BM_slow_crc32/256",382200,1764.34,1764.09,ns,,,,,
"BM_slow_crc32/256",382200,1760.05,1759.88,ns,,,,,
"BM_slow_crc32/256",382200,1804.03,1803.73,ns,,,,,
"BM_slow_crc32/256",382200,1803.06,1802.72,ns,,,,,
"BM_slow_crc32/256",382200,1783.75,1783.38,ns,,,,,
"BM_slow_crc32/256",382200,1799.11,1798.67,ns,,,,,
"BM_slow_crc32/256",382200,1776.16,1775.95,ns,,,,,
"BM_slow_crc32/256",382200,1764.8,1764.54,ns,,,,,
"BM_slow_crc32/256",382200,1726.86,1726.7,ns,,,,,
"BM_slow_crc32/256",382200,1773.93,1773.65,ns,,,,,
"BM_slow_crc32/256_mean",382200,1775.61,1775.33,ns,,,,,
"BM_slow_crc32/256_median",382200,1775.04,1774.8,ns,,,,,
"BM_slow_crc32/256_stddev",382200,23.6771,23.6079,ns,,,,,
"BM_slow_crc32/512",201573,3622.69,3621.76,ns,,,,,
"BM_slow_crc32/512",201573,3966.87,3965.6,ns,,,,,
"BM_slow_crc32/512",201573,3585.39,3584.5,ns,,,,,
"BM_slow_crc32/512",201573,3432.19,3431.92,ns,,,,,
"BM_slow_crc32/512",201573,3726.22,3725.85,ns,,,,,
"BM_slow_crc32/512",201573,3844.37,3844.05,ns,,,,,
"BM_slow_crc32/512",201573,3485.92,3485.75,ns,,,,,
"BM_slow_crc32/512",201573,3576.98,3576.89,ns,,,,,
"BM_slow_crc32/512",201573,3726.62,3726.56,ns,,,,,
"BM_slow_crc32/512",201573,3834.17,3833.96,ns,,,,,
"BM_slow_crc32/512_mean",201573,3680.14,3679.68,ns,,,,,
"BM_slow_crc32/512_median",201573,3674.46,3673.8,ns,,,,,
"BM_slow_crc32/512_stddev",201573,169.743,169.597,ns,,,,,
"BM_slow_crc32/1024",75022,7438.94,7438.84,ns,,,,,
"BM_slow_crc32/1024",75022,7656.43,7655.8,ns,,,,,
"BM_slow_crc32/1024",75022,7932.49,7931.22,ns,,,,,
"BM_slow_crc32/1024",75022,8146.06,8145.82,ns,,,,,
"BM_slow_crc32/1024",75022,7754.98,7754.86,ns,,,,,
"BM_slow_crc32/1024",75022,7794.37,7794.13,ns,,,,,
"BM_slow_crc32/1024",75022,7837.84,7837.73,ns,,,,,
"BM_slow_crc32/1024",75022,8942.06,8939.68,ns,,,,,
"BM_slow_crc32/1024",75022,8080.33,8079.91,ns,,,,,
"BM_slow_crc32/1024",75022,7631.45,7631.32,ns,,,,,
"BM_slow_crc32/1024_mean",75022,7921.49,7920.93,ns,,,,,
"BM_slow_crc32/1024_median",75022,7816.1,7815.93,ns,,,,,
"BM_slow_crc32/1024_stddev",75022,415.728,415.127,ns,,,,,
"BM_slow_crc32/2048",14392,49351.9,49350.7,ns,,,,,
"BM_slow_crc32/2048",14392,50285.2,50278.3,ns,,,,,
"BM_slow_crc32/2048",14392,51266.8,51264.5,ns,,,,,
"BM_slow_crc32/2048",14392,49993.2,49990.2,ns,,,,,
"BM_slow_crc32/2048",14392,50581.7,50580.4,ns,,,,,
"BM_slow_crc32/2048",14392,49389,49388.2,ns,,,,,
"BM_slow_crc32/2048",14392,48164.3,48163.5,ns,,,,,
"BM_slow_crc32/2048",14392,47346.2,47345.4,ns,,,,,
"BM_slow_crc32/2048",14392,48456.7,48455.5,ns,,,,,
"BM_slow_crc32/2048",14392,48498.8,48497.2,ns,,,,,
"BM_slow_crc32/2048_mean",14392,49333.4,49331.4,ns,,,,,
"BM_slow_crc32/2048_median",14392,49370.4,49369.4,ns,,,,,
"BM_slow_crc32/2048_stddev",14392,1221.2,1220.31,ns,,,,,
"BM_slow_crc32/4096",5561,125405,125387,ns,,,,,
"BM_slow_crc32/4096",5561,135954,135933,ns,,,,,
"BM_slow_crc32/4096",5561,128650,128648,ns,,,,,
"BM_slow_crc32/4096",5561,124860,124856,ns,,,,,
"BM_slow_crc32/4096",5561,137690,137518,ns,,,,,
"BM_slow_crc32/4096",5561,128023,127977,ns,,,,,
"BM_slow_crc32/4096",5561,129606,129599,ns,,,,,
"BM_slow_crc32/4096",5561,125429,125418,ns,,,,,
"BM_slow_crc32/4096",5561,123842,123838,ns,,,,,
"BM_slow_crc32/4096",5561,127128,127126,ns,,,,,
"BM_slow_crc32/4096_mean",5561,128659,128630,ns,,,,,
"BM_slow_crc32/4096_median",5561,127575,127551,ns,,,,,
"BM_slow_crc32/4096_stddev",5561,4679.62,4642.93,ns,,,,,
"BM_slow_crc32/8192",2509,266359,266347,ns,,,,,
"BM_slow_crc32/8192",2509,260317,260282,ns,,,,,
"BM_slow_crc32/8192",2509,257965,257956,ns,,,,,
"BM_slow_crc32/8192",2509,254628,254624,ns,,,,,
"BM_slow_crc32/8192",2509,258078,258074,ns,,,,,
"BM_slow_crc32/8192",2509,267141,267122,ns,,,,,
"BM_slow_crc32/8192",2509,251317,251305,ns,,,,,
"BM_slow_crc32/8192",2509,259910,259903,ns,,,,,
"BM_slow_crc32/8192",2509,256171,256167,ns,,,,,
"BM_slow_crc32/8192",2509,269232,268783,ns,,,,,
"BM_slow_crc32/8192_mean",2509,260112,260056,ns,,,,,
"BM_slow_crc32/8192_median",2509,258994,258989,ns,,,,,
"BM_slow_crc32/8192_stddev",2509,5805.85,5728.13,ns,,,,,
"BM_slow_crc32/16384",1115,570834,570517,ns,,,,,
"BM_slow_crc32/16384",1115,611820,611312,ns,,,,,
"BM_slow_crc32/16384",1115,549586,549551,ns,,,,,
"BM_slow_crc32/16384",1115,539060,539051,ns,,,,,
"BM_slow_crc32/16384",1115,545942,545933,ns,,,,,
"BM_slow_crc32/16384",1115,537519,537498,ns,,,,,
"BM_slow_crc32/16384",1115,532108,532093,ns,,,,,
"BM_slow_crc32/16384",1115,547606,547596,ns,,,,,
"BM_slow_crc32/16384",1115,536737,536725,ns,,,,,
"BM_slow_crc32/16384",1115,542395,542386,ns,,,,,
"BM_slow_crc32/16384_mean",1115,551361,551266,ns,,,,,
"BM_slow_crc32/16384_median",1115,544168,544159,ns,,,,,
"BM_slow_crc32/16384_stddev",1115,23779.1,23611.9,ns,,,,,
"BM_slow_crc32/32768",643,1.11824e+06,1.11821e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.14347e+06,1.14329e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.13049e+06,1.13047e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.16954e+06,1.16951e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.09991e+06,1.09989e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.1188e+06,1.11877e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.09927e+06,1.09926e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.12687e+06,1.12685e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.1288e+06,1.12875e+06,ns,,,,,
"BM_slow_crc32/32768",643,1.15045e+06,1.15042e+06,ns,,,,,
"BM_slow_crc32/32768_mean",643,1.12859e+06,1.12854e+06,ns,,,,,
"BM_slow_crc32/32768_median",643,1.12784e+06,1.1278e+06,ns,,,,,
"BM_slow_crc32/32768_stddev",643,21776,21760.9,ns,,,,,
"BM_slow_crc32/65536",300,2.22908e+06,2.229e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.32347e+06,2.32343e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.22902e+06,2.22896e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.20988e+06,2.20984e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.19796e+06,2.19792e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.26829e+06,2.26814e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.27455e+06,2.27434e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.22e+06,2.21994e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.22494e+06,2.22488e+06,ns,,,,,
"BM_slow_crc32/65536",300,2.24686e+06,2.24677e+06,ns,,,,,
"BM_slow_crc32/65536_mean",300,2.24241e+06,2.24232e+06,ns,,,,,
"BM_slow_crc32/65536_median",300,2.22905e+06,2.22898e+06,ns,,,,,
"BM_slow_crc32/65536_stddev",300,37255.9,37233.9,ns,,,,,
"BM_slow_crc32/131072",152,4.67545e+06,4.6753e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.46851e+06,4.46838e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.55293e+06,4.55258e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.53603e+06,4.53589e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.77181e+06,4.77167e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.64222e+06,4.64214e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.53351e+06,4.5334e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.47464e+06,4.47456e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.44026e+06,4.44019e+06,ns,,,,,
"BM_slow_crc32/131072",152,4.41966e+06,4.41958e+06,ns,,,,,
"BM_slow_crc32/131072_mean",152,4.5515e+06,4.55137e+06,ns,,,,,
"BM_slow_crc32/131072_median",152,4.53477e+06,4.53465e+06,ns,,,,,
"BM_slow_crc32/131072_stddev",152,113161,113141,ns,,,,,
"BM_slow_crc32/262144",77,8.88996e+06,8.88971e+06,ns,,,,,
"BM_slow_crc32/262144",77,8.91579e+06,8.91551e+06,ns,,,,,
"BM_slow_crc32/262144",77,9.02891e+06,9.02873e+06,ns,,,,,
"BM_slow_crc32/262144",77,9.1319e+06,9.13174e+06,ns,,,,,
"BM_slow_crc32/262144",77,8.94215e+06,8.94199e+06,ns,,,,,
"BM_slow_crc32/262144",77,8.93416e+06,8.934e+06,ns,,,,,
"BM_slow_crc32/262144",77,8.88e+06,8.87985e+06,ns,,,,,
"BM_slow_crc32/262144",77,8.94389e+06,8.94265e+06,ns,,,,,
"BM_slow_crc32/262144",77,9.01274e+06,9.01248e+06,ns,,,,,
"BM_slow_crc32/262144",77,8.88694e+06,8.8867e+06,ns,,,,,
"BM_slow_crc32/262144_mean",77,8.95664e+06,8.95634e+06,ns,,,,,
"BM_slow_crc32/262144_median",77,8.93815e+06,8.93799e+06,ns,,,,,
"BM_slow_crc32/262144_stddev",77,79450.1,79483,ns,,,,,
"BM_slow_crc32_BigO",,34.2725,34.2713,N,,,,,
"BM_slow_crc32_RMS",,0.0359765,0.0359756,,,,,,
"BM_slow_crc8/8",8128850,86.4313,86.4291,ns,,,,,
"BM_slow_crc8/8",8128850,92.0645,92.0593,ns,,,,,
"BM_slow_crc8/8",8128850,86.3899,86.3884,ns,,,,,
"BM_slow_crc8/8",8128850,85.0703,85.0673,ns,,,,,
"BM_slow_crc8/8",8128850,89.0905,89.089,ns,,,,,
"BM_slow_crc8/8",8128850,90.2781,90.2673,ns,,,,,
"BM_slow_crc8/8",8128850,89.4721,89.0016,ns,,,,,
"BM_slow_crc8/8",8128850,85.1449,85.1373,ns,,,,,
"BM_slow_crc8/8",8128850,89.156,89.1442,ns,,,,,
"BM_slow_crc8/8",8128850,86.5236,86.5222,ns,,,,,
"BM_slow_crc8/8_mean",8128850,87.9621,87.9106,ns,,,,,
"BM_slow_crc8/8_median",8128850,87.807,87.7619,ns,,,,,
"BM_slow_crc8/8_stddev",8128850,2.3654,2.33527,ns,,,,,
"BM_slow_crc8/16",3951238,174.824,174.822,ns,,,,,
"BM_slow_crc8/16",3951238,175.467,175.458,ns,,,,,
"BM_slow_crc8/16",3951238,179.778,179.774,ns,,,,,
"BM_slow_crc8/16",3951238,177.078,177.075,ns,,,,,
"BM_slow_crc8/16",3951238,172.227,172.224,ns,,,,,
"BM_slow_crc8/16",3951238,169.508,169.505,ns,,,,,
"BM_slow_crc8/16",3951238,175.587,175.576,ns,,,,,
"BM_slow_crc8/16",3951238,172.196,172.193,ns,,,,,
"BM_slow_crc8/16",3951238,171.98,171.976,ns,,,,,
"BM_slow_crc8/16",3951238,174.716,174.699,ns,,,,,
"BM_slow_crc8/16_mean",3951238,174.336,174.33,ns,,,,,
"BM_slow_crc8/16_median",3951238,174.77,174.761,ns,,,,,
"BM_slow_crc8/16_stddev",3951238,2.94863,2.94768,ns,,,,,
"BM_slow_crc8/32",2000691,341.309,341.299,ns,,,,,
"BM_slow_crc8/32",2000691,342.815,342.809,ns,,,,,
"BM_slow_crc8/32",2000691,348.336,348.323,ns,,,,,
"BM_slow_crc8/32",2000691,346.831,346.825,ns,,,,,
"BM_slow_crc8/32",2000691,336.257,336.251,ns,,,,,
"BM_slow_crc8/32",2000691,342.237,342.226,ns,,,,,
"BM_slow_crc8/32",2000691,338.517,338.416,ns,,,,,
"BM_slow_crc8/32",2000691,342.231,342.221,ns,,,,,
"BM_slow_crc8/32",2000691,343.565,343.552,ns,,,,,
"BM_slow_crc8/32",2000691,340.777,340.768,ns,,,,,
"BM_slow_crc8/32_mean",2000691,342.287,342.269,ns,,,,,
"BM_slow_crc8/32_median",2000691,342.234,342.224,ns,,,,,
"BM_slow_crc8/32_stddev",2000691,3.54284,3.55294,ns,,,,,
"BM_slow_crc8/64",1005424,678.928,678.917,ns,,,,,
"BM_slow_crc8/64",1005424,705.192,705.172,ns,,,,,
"BM_slow_crc8/64",1005424,682.88,682.868,ns,,,,,
"BM_slow_crc8/64",1005424,685.075,684.995,ns,,,,,
"BM_slow_crc8/64",1005424,691.229,691.21,ns,,,,,
"BM_slow_crc8/64",1005424,682.69,682.647,ns,,,,,
"BM_slow_crc8/64",1005424,688.391,688.362,ns,,,,,
"BM_slow_crc8/64",1005424,691.77,691.751,ns,,,,,
"BM_slow_crc8/64",1005424,689.035,689.014,ns,,,,,
"BM_slow_crc8/64",1005424,688.697,688.569,ns,,,,,
"BM_slow_crc8/64_mean",1005424,688.389,688.35,ns,,,,,
"BM_slow_crc8/64_median",1005424,688.544,688.465,ns,,,,,
"BM_slow_crc8/64_stddev",1005424,7.19318,7.19597,ns,,,,,
"BM_slow_crc8/128",475714,1454.42,1454.35,ns,,,,,
"BM_slow_crc8/128",475714,1431.56,1431.52,ns,,,,,
"BM_slow_crc8/128",475714,1433.64,1433.52,ns,,,,,
"BM_slow_crc8/128",475714,1445.63,1445.61,ns,,,,,
"BM_slow_crc8/128",475714,1379.51,1379.48,ns,,,,,
"BM_slow_crc8/128",475714,1362.31,1362.28,ns,,,,,
"BM_slow_crc8/128",475714,1360.22,1360.2,ns,,,,,
"BM_slow_crc8/128",475714,1368.65,1368.62,ns,,,,,
"BM_slow_crc8/128",475714,1376.85,1375.08,ns,,,,,
"BM_slow_crc8/128",475714,1379.1,1378.94,ns,,,,,
"BM_slow_crc8/128_mean",475714,1399.19,1398.96,ns,,,,,
"BM_slow_crc8/128_median",475714,1379.3,1379.21,ns,,,,,
"BM_slow_crc8/128_stddev",475714,37.3323,37.443,ns,,,,,
"BM_slow_crc8/256",254246,2838.78,2837.9,ns,,,,,
"BM_slow_crc8/256",254246,2753.59,2751.04,ns,,,,,
"BM_slow_crc8/256",254246,2781.83,2778.66,ns,,,,,
"BM_slow_crc8/256",254246,2738.83,2737.48,ns,,,,,
"BM_slow_crc8/256",254246,2724.72,2723.57,ns,,,,,
"BM_slow_crc8/256",254246,2788.21,2786.09,ns,,,,,
"BM_slow_crc8/256",254246,2792.74,2790.83,ns,,,,,
"BM_slow_crc8/256",254246,2747.85,2747.47,ns,,,,,
"BM_slow_crc8/256",254246,2739.3,2738.43,ns,,,,,
"BM_slow_crc8/256",254246,2820.13,2819.24,ns,,,,,
"BM_slow_crc8/256_mean",254246,2772.6,2771.07,ns,,,,,
"BM_slow_crc8/256_median",254246,2767.71,2764.85,ns,,,,,
"BM_slow_crc8/256_stddev",254246,37.8444,37.8138,ns,,,,,
"BM_slow_crc8/512",118516,5677.89,5676.11,ns,,,,,
"BM_slow_crc8/512",118516,5584.04,5582.54,ns,,,,,
"BM_slow_crc8/512",118516,5557.52,5556.76,ns,,,,,
"BM_slow_crc8/512",118516,5588.67,5587.69,ns,,,,,
"BM_slow_crc8/512",118516,5482.41,5481.65,ns,,,,,
"BM_slow_crc8/512",118516,5532.94,5532.12,ns,,,,,
"BM_slow_crc8/512",118516,5482.84,5482.32,ns,,,,,
"BM_slow_crc8/512",118516,5570.56,5569.61,ns,,,,,
"BM_slow_crc8/512",118516,5690.45,5687.81,ns,,,,,
"BM_slow_crc8/512",118516,5697.35,5694.92,ns,,,,,
"BM_slow_crc8/512_mean",118516,5586.47,5585.15,ns,,,,,
"BM_slow_crc8/512_median",118516,5577.3,5576.08,ns,,,,,
"BM_slow_crc8/512_stddev",118516,79.582,78.8965,ns,,,,,
"BM_slow_crc8/1024",59051,11476.3,11475.5,ns,,,,,
"BM_slow_crc8/1024",59051,11322.6,11320.8,ns,,,,,
"BM_slow_crc8/1024",59051,11494.9,11493.3,ns,,,,,
"BM_slow_crc8/1024",59051,11134.5,11133.1,ns,,,,,
"BM_slow_crc8/1024",59051,11299.7,11298.3,ns,,,,,
"BM_slow_crc8/1024",59051,11378.1,11376.9,ns,,,,,
"BM_slow_crc8/1024",59051,11535.4,11532.8,ns,,,,,
"BM_slow_crc8/1024",59051,11452.4,11449,ns,,,,,
"BM_slow_crc8/1024",59051,11375.4,11371.6,ns,,,,,
"BM_slow_crc8/1024",59051,11857.4,11855,ns,,,,,
"BM_slow_crc8/1024_mean",59051,11432.7,11430.6,ns,,,,,
"BM_slow_crc8/1024_median",59051,11415.3,11412.9,ns,,,,,
"BM_slow_crc8/1024_stddev",59051,189.172,188.932,ns,,,,,
"BM_slow_crc8/2048",12856,48394,48382.3,ns,,,,,
"BM_slow_crc8/2048",12856,47765.2,47756.1,ns,,,,,
"BM_slow_crc8/2048",12856,44873.4,44872.6,ns,,,,,
"BM_slow_crc8/2048",12856,45185.7,45128.9,ns,,,,,
"BM_slow_crc8/2048",12856,45091.4,45061.9,ns,,,,,
"BM_slow_crc8/2048",12856,44745,44671.6,ns,,,,,
"BM_slow_crc8/2048",12856,46995.2,46876.1,ns,,,,,
"BM_slow_crc8/2048",12856,45699.9,45679.4,ns,,,,,
"BM_slow_crc8/2048",12856,45642.2,45585.1,ns,,,,,
"BM_slow_crc8/2048",12856,44640.5,44602.8,ns,,,,,
"BM_slow_crc8/2048_mean",12856,45903.2,45861.7,ns,,,,,
"BM_slow_crc8/2048_median",12856,45414,45357,ns,,,,,
"BM_slow_crc8/2048_stddev",12856,1339.28,1343.15,ns,,,,,
"BM_slow_crc8/4096",6122,121613,121454,ns,,,,,
"BM_slow_crc8/4096",6122,127283,126881,ns,,,,,
"BM_slow_crc8/4096",6122,126139,125676,ns,,,,,
"BM_slow_crc8/4096",6122,116808,116715,ns,,,,,
"BM_slow_crc8/4096",6122,112184,112128,ns,,,,,
"BM_slow_crc8/4096",6122,110670,110607,ns,,,,,
"BM_slow_crc8/4096",6122,110738,110697,ns,,,,,
"BM_slow_crc8/4096",6122,111170,111129,ns,,,,,
"BM_slow_crc8/4096",6122,111631,111592,ns,,,,,
"BM_slow_crc8/4096",6122,111154,111101,ns,,,,,
"BM_slow_crc8/4096_mean",6122,115939,115798,ns,,,,,
"BM_slow_crc8/4096_median",6122,111908,111860,ns,,,,,
