-------------------------------------------------------------------
Benchmark                            Time           CPU Iterations
-------------------------------------------------------------------
BM_fast_crc32/32                   157 ns        157 ns    4631141
BM_fast_crc32/32                   153 ns        153 ns    4631141
BM_fast_crc32/32                   151 ns        151 ns    4631141
BM_fast_crc32/32                   149 ns        149 ns    4631141
BM_fast_crc32/32                   149 ns        149 ns    4631141
BM_fast_crc32/32                   151 ns        151 ns    4631141
BM_fast_crc32/32                   149 ns        149 ns    4631141
BM_fast_crc32/32                   150 ns        150 ns    4631141
BM_fast_crc32/32                   154 ns        154 ns    4631141
BM_fast_crc32/32_mean              152 ns        152 ns    4631141
BM_fast_crc32/32_median            151 ns        151 ns    4631141
BM_fast_crc32/32_stddev              3 ns          3 ns    4631141
BM_fast_crc32/64                   331 ns        331 ns    2144852
BM_fast_crc32/64                   337 ns        337 ns    2144852
BM_fast_crc32/64                   322 ns        322 ns    2144852
BM_fast_crc32/64                   343 ns        343 ns    2144852
BM_fast_crc32/64                   326 ns        326 ns    2144852
BM_fast_crc32/64                   290 ns        290 ns    2144852
BM_fast_crc32/64                   321 ns        321 ns    2144852
BM_fast_crc32/64                   323 ns        323 ns    2144852
BM_fast_crc32/64                   340 ns        339 ns    2144852
BM_fast_crc32/64                   351 ns        351 ns    2144852
BM_fast_crc32/64_mean              328 ns        328 ns    2144852
BM_fast_crc32/64_median            328 ns        328 ns    2144852
BM_fast_crc32/64_stddev             17 ns         17 ns    2144852
BM_fast_crc32/128                  704 ns        704 ns    1052866
BM_fast_crc32/128                  706 ns        706 ns    1052866
BM_fast_crc32/128                  711 ns        711 ns    1052866
BM_fast_crc32/128                  669 ns        669 ns    1052866
BM_fast_crc32/128                  650 ns        650 ns    1052866
BM_fast_crc32/128                  621 ns        621 ns    1052866
BM_fast_crc32/128                  650 ns        650 ns    1052866
BM_fast_crc32/128                  645 ns        645 ns    1052866
BM_fast_crc32/128                  630 ns        630 ns    1052866
BM_fast_crc32/128                  620 ns        620 ns    1052866
BM_fast_crc32/128_mean             661 ns        661 ns    1052866
BM_fast_crc32/128_median           650 ns        650 ns    1052866
BM_fast_crc32/128_stddev            35 ns         35 ns    1052866
BM_fast_crc32/256                 1246 ns       1246 ns     543865
BM_fast_crc32/256                 1279 ns       1279 ns     543865
BM_fast_crc32/256                 1241 ns       1241 ns     543865
